"","county","0","20","40","60","80","100"
"234","Montana_Valley",NA,NA,NA,NA,NA,NA
"235","Montana_Wheatland",1.829606e+04,1.924197e+04,1.971539e+04,5.130556e+04,9.744182e+04,1.241947e+05
"236","Montana_Wibaux",NA,NA,NA,NA,NA,NA
"237","Montana_Yellowstone",NA,NA,NA,NA,NA,NA
"238","Nevada_Carson  City",NA,NA,NA,NA,NA,NA
"239","Nevada_Carson City",1.219735e+03,1.282690e+03,1.314496e+03,5.984834e+03,9.375463e+03,9.880619e+03
"240","Nevada_Churchill",NA,NA,NA,NA,NA,NA
"241","Nevada_Clark",2.118649e+05,2.133941e+05,2.210904e+05,2.267358e+05,2.304133e+05,2.405073e+05
"242","Nevada_Douglas",8.981693e+03,9.446060e+03,9.678539e+03,1.999328e+04,2.913186e+04,3.196812e+04
"243","Nevada_Elko",8.150728e+05,8.348207e+05,8.671527e+05,9.246525e+05,9.884687e+05,1.055443e+06
"244","Nevada_Esmeralda",2.361853e+04,2.429610e+04,2.479560e+04,2.501627e+04,2.537176e+04,4.352049e+04
"245","Nevada_Eureka",1.652189e+04,1.737605e+04,1.780370e+04,6.618738e+04,1.042862e+05,1.486339e+05
"246","Nevada_Humboldt",1.297357e+04,1.364421e+04,1.398011e+04,9.910107e+04,2.823363e+05,3.317405e+05
"247","Nevada_Lander",3.381997e+04,3.536239e+04,3.612679e+04,1.497158e+05,2.003798e+05,2.486397e+05
"248","Nevada_Lincoln",1.441504e+03,1.507252e+03,1.539669e+03,5.418766e+04,6.045428e+04,6.808215e+04
"249","Nevada_Lyon",2.661244e+04,2.798834e+04,2.867753e+04,2.285300e+05,3.926175e+05,4.413882e+05
"250","Nevada_Mineral",4.779149e+04,5.026224e+04,5.150036e+04,2.091885e+05,3.593801e+05,5.477451e+05
"251","Nevada_Nye",1.959341e+05,2.060642e+05,2.111377e+05,1.265149e+06,1.991424e+06,2.285081e+06
"252","Nevada_Pershing",NA,NA,NA,NA,NA,NA
"253","Nevada_Storey",NA,NA,NA,NA,NA,NA
"254","Nevada_Washoe",8.759924e+03,9.212907e+03,9.440128e+03,3.563427e+04,5.789745e+04,6.088418e+04
"255","Nevada_White Pine",4.147104e+04,4.361517e+04,4.468922e+04,3.061232e+05,5.420116e+05,6.566717e+05
"256","New Mexico_Bernalillo",1.363887e+04,1.434413e+04,1.469720e+04,4.104100e+04,6.308480e+04,7.306561e+04
"257","New Mexico_Catron",7.534646e+05,7.924198e+05,8.119317e+05,2.056113e+06,4.379620e+06,7.077366e+06
"258","New Mexico_Chaves",7.761958e+03,8.163370e+03,8.364043e+03,3.102731e+04,5.054383e+04,6.635882e+04
"259","New Mexico_Cibola",5.721674e+04,6.017484e+04,6.165641e+04,3.198585e+05,5.759496e+05,8.461307e+05
"260","New Mexico_Colfax",2.173348e+04,2.285712e+04,2.342024e+04,4.823946e+04,7.782322e+04,1.206149e+05
"261","New Mexico_Curry",NA,NA,NA,NA,NA,NA
"262","New Mexico_De Baca",NA,NA,NA,NA,NA,NA
"263","New Mexico_Dona Ana",NA,NA,NA,NA,NA,NA
"264","New Mexico_Eddy",2.605801e+04,2.740534e+04,2.808012e+04,6.063314e+04,1.037843e+05,1.483418e+05
"265","New Mexico_Grant",1.226390e+05,1.282321e+05,1.310050e+05,9.176674e+05,1.184820e+06,1.513562e+06
"266","New Mexico_Guadalupe",NA,NA,NA,NA,NA,NA
"267","New Mexico_Harding",NA,NA,NA,NA,NA,NA
"268","New Mexico_Hidalgo",1.441507e+04,1.516029e+04,1.553302e+04,5.208798e+04,1.150834e+05,1.667237e+05
"269","New Mexico_Lea",NA,NA,NA,NA,NA,NA
"270","New Mexico_Lincoln",7.639986e+04,8.020735e+04,8.207262e+04,4.005777e+05,5.613171e+05,7.746514e+05
"271","New Mexico_Los Alamos",8.945015e+03,1.064492e+04,1.110609e+04,1.135217e+04,1.162679e+04,1.185030e+04
"272","New Mexico_Luna",NA,NA,NA,NA,NA,NA
